director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,tmdb_ratings
Zal Batmanglij,Christopher Denham,James Urbaniak,Constance Wu,Drama Mystery Sci-Fi Thriller,sound of my voice,6.4
Andrew Berends,unknown,unknown,unknown,Documentary War,the blood of my brother,6
Lynn Shelton,Mark Duplass,Mike Birbiglia,Mel Eslyn,Comedy Drama,your sister's sister,6.6
David Hewlett,Christopher Judge,David Hewlett,Paul McGillion,Comedy,a dog's breakfast,6.4
David Hewlett,Christopher Judge,David Hewlett,Paul McGillion,Comedy,a dog's breakfast,6.4
George A. Romero,Judith O'Dea,Duane Jones,S. William Hinzman,Drama Horror Mystery,night of the living dead,6.7
Jean-Luc Godard,Philippe Leroy,Macha Méril,Rita Maiden,Drama,une femme mariée,7.1
Nate Parker,Jason Stuart,Nate Parker,Aunjanue Ellis,Biography Drama,the birth of a nation,6.6
Nathan Smith Jones,Richard Moll,Frank Gerrish,Christopher Robin Miller,Comedy,the work and the story,
Alex Kendrick,Alex Kendrick,Erin Bethea,Shannen Fields,Drama Sport,facing the giants,7.3
Travis Cluff,Pfeifer Brown,Cassidy Gifford,Reese Mishler,Horror Thriller,the gallows,4.9
David Lynch,Hal Landon Jr.,Jack Nance,Charlotte Stewart,Fantasy Horror Sci-Fi,eraserhead,7.5
Robert Townsend,Robert Townsend,Keenen Ivory Wayans,Helen Martin,Comedy,hollywood shuffle,6.5
Peter Chelsom,Kieran Culkin,Elden Henson,Gena Rowlands,Comedy Drama,the mighty,6.5
Jamaa Fanaka,Leon Isaac Kennedy,Chuck Mitchell,Wilbur 'Hi-Fi' White,Crime Drama Sport,penitentiary,5.3
Larry Blamire,Fay Masterson,Brian Howe,Larry Blamire,Comedy Horror Sci-Fi,the lost skeleton of cadavra,6.6
Stephen Langford,Kevin P. Farley,Gabriela Castillo,Brandon Middleton,Family,"dude, where's my dog?!",7
E.L. Katz,Brighton Sharbino,Ethan Embry,Elissa Dowling,Comedy Crime Drama Horror Thriller,cheap thrills,6.5
Lisanne Pajot,Jonathan Blow,Edmund McMillen,Phil Fish,Documentary,indie game: the movie,7.6
Dan Reed,Danny Dyer,Adam Rayner,Ralph Brown,Thriller,closure,8
Patrick Ryan Sims,Claire Gordon-Harper,Hugh Mun,Johnathan Hurley,Action Drama Sci-Fi Thriller,echo dr.,4.5
Laslo Benedek,Liv Ullmann,Trevor Howard,Andrew Keir,Crime Horror Thriller,the night visitor,6.4
Jason Miller,Jon Brion,Dottie Alexander,David Barnes,Biography Documentary Music,the past is a grotesque animal,6.5
Dennis Iliadis,Tony Goldwyn,Monica Potter,Martha MacIsaac,Crime Horror Thriller,the last house on the left,6.4
Sut Jhally,Noam Chomsky,Seth Ackerman,Arik Ascherman,Documentary,"peace, propaganda & the promised land",6.5
Darren Aronofsky,Mark Margolis,Clint Mansell,Stanley B. Herman,Drama Mystery Thriller,pi,7.1
Julie Davis,Jack McGee,Meredith Scott Lynn,Tim DeZarn,Comedy Romance,"i love you, don't touch me!",7.3
Myles Berkowitz,Tia Carrere,Tom Ardavany,Robert McKee,Biography Comedy Romance,20 dates,4.2
Brett Piper,Michelle Simone Miller,Steve Diasparra,A.J. DeLucia,Action Sci-Fi Thriller,queen crab,3.3
Morgan Spurlock,Chemeeka Walker,Amanda Kearsan,Amelia Giancarlo,Comedy Documentary Drama,super size me,6.7
Brandon Trost,Clifton Collins Jr.,Sean Whalen,James DeBello,Comedy,the fp,5.2
Joe Swanberg,Anna Kendrick,Lena Dunham,Mark Webber,Comedy Drama,happy christmas,5.1
Joseph Green,Virginia Leith,Jason Evers,Bruce Kerr,Horror Sci-Fi,the brain that wouldn't die,4.4
Wade Gasque,Ty Parker,Vincent Duvall,Loanne Bishop,Drama,tiger orange,6.2
Daniel Schechter,Lena Dunham,Kevin Corrigan,Alex Karpovsky,Comedy,supporting characters,6.6
Mike Flanagan,Justin Gordon,Courtney Bell,Erin Cipolletti,Drama Horror Mystery,absentia,5.9
Edward Burns,Shari Albert,Michael McGlone,Maxine Bahns,Comedy Drama Romance,the brothers mcmullen,6
Matt Johnson,Paul Daniel Ayotte,Shailene Garnett,Matt Johnson,Crime Drama Thriller,the dirties,6.1
Bruno Barreto,Marcello Mastroianni,Sonia Braga,Joffre Soares,Comedy Drama Romance,gabriela,
Lena Dunham,Lena Dunham,Merritt Wever,Jemima Kirke,Comedy Drama Romance,tiny furniture,6
Terron R. Parsons,Richard Tyson,Jeremy Sande,Corlandos Scott,Crime Drama Horror,hayride,4
Daniel Mellitz,Corbin Bernsen,Chelse Swain,Amanda MacDonald,Comedy Drama,the naked ape,4
Jem Cohen,unknown,unknown,unknown,Documentary,counting,8.8
Andrew Leman,Dan Novy,David Mersault,Barry Lynch,Fantasy Horror Mystery Thriller,the call of cthulhu,7.1
Dave Carroll,Chris 'Wonder' Schoeck,unknown,unknown,Documentary,bending steel,6
William Eubank,Lin Shaye,Olivia Cooke,Beau Knapp,Sci-Fi Thriller,the signal,5.9
Patrick Meaney,Taliesin Jaffe,Greg Aronowitz,Jeff Dowd,Biography Documentary,the image revolution,6.5
Chad Hartigan,Jan Haley,Paul Eenhoorn,Demetrius Grosse,Drama,this is martin bonner,5.9
Malcolm Goodwin,Katrina Bowden,Jon Gries,Kelen Coleman,Comedy,a true story,6.3
David Gordon Green,Paul Schneider,Eddie Rouse,Damian Jewan Lee,Drama,george washington,6.7
Kevin Jordan,Derick Martini,Christa Miller,Ion Overman,Comedy Romance,smiling fish & goat on fire,6.4
Kirk Loudon,Barry Corbin,Johnny Walter,Shiree Nelson,Drama Sci-Fi Thriller,dawn of the crescent moon,2
Travis Legge,Elissa Dowling,Patricia Raven,Lindsay Felton,Horror,raymond did it,3.7
Martin Scorsese,Ringo Starr,Levon Helm,Bob Dylan,Documentary Music,the last waltz,7.8
Collin Joseph Neal,Julianne Gabert,Thomas Brophy,Ronee Collins,Horror Thriller,"run, hide, die",3.5
Bradley Rust Gray,Zoe Kazan,Mark Rendall,Jordan Scovel,Drama,the exploding girl,6.1
Mike Bruce,Joseph Campanella,Kirpatrick Thomas,Christian Anderson,Western,the legend of god's gun,2
Andrew Bujalski,Andrew Bujalski,Kate Dollenmayer,Justin Rice,Comedy,mutual appreciation,6.1
Damir Catic,Nichole Ceballos,Ron Gelner,Parker Riggs,Horror,her cry: la llorona investigation,5
Ben Wheatley,Michael Smiley,Tony Way,David Schaal,Comedy Crime Drama,down terrace,6.4
Kevin Smith,Jason Mewes,Brian O'Halloran,Jeff Anderson,Comedy,clerks,7.4
James Bidgood,Don Brooks,Bobby Kendall,unknown,Drama Fantasy,pink narcissus,6.3
Andrew Bujalski,Andrew Bujalski,Kate Dollenmayer,Justin Rice,Comedy Drama,funny ha ha,6.6
Neil LaBute,Stacy Edwards,Matt Malloy,Jason Dixie,Comedy Drama,in the company of men,6.9
David Ayer,Mireille Enos,Martin Donovan,Maurice Compte,Action Crime Drama Thriller,sabotage,5.6
Eric Eason,Franky G,Panchito Gómez,Casper Martinez,Drama Family,manito,6
Uwe Boll,Matt Frewer,Katharine Isabelle,Michael Paré,Action Crime Thriller,rampage,6.4
Richard Linklater,Tommy Pallotta,Richard Linklater,Jean Caffeine,Comedy Drama,slacker,6.8
Joseph Mazzella,Tjasa Ferme,Mikaal Bates,Damon Owlia,Crime Drama Thriller,dutch kills,
Travis Legge,Kristen Seavey,Suzi Lorraine,Travis Legge,Comedy Romance,dry spell,6
Alex Kendrick,Shannen Fields,Lisa Arnold,Janet Lee Dapper,Drama,flywheel,6.9
Marcus Nispel,Ashley Tramonte,Brittany Curran,Lindsay MacDonald,Horror Mystery Thriller,exeter,4.7
Brandon Landers,Robbie Barnes,Alana Kaniewski,Brandon Landers,Drama Horror Thriller,the ridges,
Jay Duplass,Mark Duplass,Katie Aselton,Bari Hyman,Comedy Drama Romance,the puffy chair,5.9
Jim Chuchu,Paul Ogola,Olwenya Maina,Mugambi Nthiga,Drama,stories of our lives,0.5
Daryl Wein,Zoe Lister-Jones,Heather Burns,Ebon Moss-Bachrach,Romance,breaking upwards,5.7
Jason Trost,Sean Whalen,Jason Trost,Nick Principe,Sci-Fi Thriller,all superheroes must die,4.1
John Waters,Divine,Mink Stole,Edith Massey,Comedy Crime Horror,pink flamingos,6.5
Olivier Assayas,Maggie Cheung,Béatrice Dalle,Don McKellar,Drama Music Romance,clean,6.5
Jafar Panahi,Fereshteh Sadre Orafaiy,Nargess Mamizadeh,Mojgan Faramarzi,Drama,the circle,5.5
Ivan Kavanagh,Patrick O'Donnell,Michael Parle,Emma Eliza Regan,Horror,tin can man,3
Kiyoshi Kurosawa,Kôji Yakusho,Anna Nakagawa,Denden,Crime Horror Mystery Thriller,the cure,7.5
Tadeo Garcia,Tatiana Suarez-Pico,Michael Cortez,Eric Ambriz,Drama,on the downlow,5.7
Thomas L. Phillips,Julianna Pitt,Joe Coffey,John Lucas,Comedy Horror Thriller,sanctuary; quite a conundrum,
Ash Baron-Cohen,Peter Greene,Stanley B. Herman,James Noble,Crime Drama,bang,7.2
Shane Carruth,Shane Carruth,David Sullivan,Casey Gooden,Drama Sci-Fi Thriller,primer,6.9
Neill Dela Llana,Ian Gamazon,Edgar Tancangco,Quynn Ton,Thriller,cavite,6.6
Robert Rodriguez,Carlos Gallardo,Peter Marquardt,Consuelo Gómez,Action Crime Drama Romance Thriller,el mariachi,6.7
Edward Burns,Kerry Bishé,Caitlin FitzGerald,Daniella Pineda,Comedy Drama,newlyweds,5.6
Scott Smith,Eric Mabius,Daphne Zuniga,Crystal Lowe,Comedy Drama,signed sealed delivered,6.6
Benjamin Roberds,Eva Boehnke,Maxwell Moody,David Chandler,Drama Horror Thriller,a plague so pleasant,7
Daniel Hsia,Alan Ruck,Daniel Henney,Eliza Coupe,Comedy Drama Romance,shanghai calling,6.3
Jon Gunn,John August,Brian Herzlinger,Jon Gunn,Documentary,my date with drew,6.1
Joachim Rønning Espen Sandberg,Johnny Depp,Javier Bardem,Geoffrey Rush,Adventure Action Fantasy Comedy,pirates of the caribbean: dead men tell no tales,6.6
Zack Snyder,Ben Affleck,Henry Cavill,Gal Gadot,Action Adventure Fantasy Sci=fi,justice league,6.2
Taika Waititi,Chris Hemsworth,Tom Hiddleston,Cate Blanchett,Action Adventure Fantasy Sci=fi,thor: ragnarok,7.6
James Gunn,Chris Pratt,Zoe Saldana,Dave Bautista,Action Adventure Comedy Sci=fi,guardians of the galaxy vol. 2,7.6
Sean McNamara,Pierce Brosnan,William Hurt,Benjamin Walker,Fantasy Action Adventure,the king's daughter,8.7
Adam Spinks,Ben Loyd-Holmes,Sarah Mac,Neil Newbon,Thriller Adventure,extinction: nature has evolved,4
Rucha Humnabadkar,Ali Fazal,Melanie Chandra,Omi Vaidya,Drama Comedy,for here or to go?,7
Sarik Andreasyan,Anton Pampushnyy,Sanzhar Madiyev,Sebastien Sisak,Action Fantasy Sci=fi,guardians,7.3
Peter Hutchings,Victoria Justice,Eden Sher,Ashley Rickards,Comedy,the outcasts,6.3
Patty Jenkins,Gal Gadot,Chris Pine,Robin Wright,Action Adventure Fantasy,wonder woman,7.3
Kevin Munroe,Chris Murphy,Ian James Corlett,Matt Olsen,Animation Adventure Comedy Action Family,sly cooper,
James Ponsoldt,Emma Watson,Tom Hanks,John Boyega,Drama Thriller Sci=fi,the circle,5.5
Trish Sie,Anna Kendrick,Rebel Wilson,Brittany Snow,Comedy,pitch perfect 3,6.6
Sean Byrne,Ethan Embry,Shiri Appleby,Kiara Glasco,Horror,the devil's candy,6.3
Roberto Doveris,Violeta Castillo,Ingrid Isensee,Mauricio Vaca,Drama,las plantas,5.4
David Jackson,Amanda Leighton,Samantha Boscarino,Hannah Kasulka,TV Movie Thriller,the cheerleader murders,6.9
Demetri Martin,Demetri Martin,Gillian Jacobs,Christine Woods,Comedy,dean,6.1
Alexandre Bustillo Julien Maury,Stephen Dorff,Lili Taylor,Sam Strike,Horror,leatherface,5.4
Johannes Roberts,Claire Holt,Mandy Moore,Chris Johnson,Drama Thriller Horror Adventure,47 meters down,5.8
Gabe Klinger,Lucie Lucas,Anton Yelchin,Paulo Calatré,Romance Drama,porto,6.1
Aaron Leong,Sean O'Donnell,Alexandria DeBerry,Gary Busey,Comedy Drama Family Fantasy Romance Sci=fi,mamaboy,4
Terry George,Oscar Isaac,Charlotte Le Bon,Christian Bale,History Romance Drama,the promise,7
Benny Boom,Demetrius Shipp Jr.,Danai Gurira,Kat Graham,Drama Music,all eyez on me,6.6
Nacho Vigalondo,Anne Hathaway,Jason Sudeikis,Tim Blake Nelson,Action Comedy Drama Fantasy Sci=fi,colossal,6.2
Derrick Borte,Jonathan Rhys Meyers,Daniel Huttlestone,Dougray Scott,Drama Music,london town,6.2
Martin Koolhoven,Guy Pearce,Dakota Fanning,Carice van Houten,Mystery Thriller Western,brimstone,7.1
Alex Helfrecht Jörg Tittel,Agyness Deyn,Jonathan Pryce,Fiona Shaw,Drama Sci=fi,the white king,5.3
Laura Poitras,Julian Assange,Sarah Harrison,Jacob Appelbaum,Documentary,risk,6.8
Eddie O'Keefe,Emily Browning,Luke Grimes,Ron Livingston,Romance Drama Crime,shangri-la suite,5.7
Ralitza Petrova,Irena Ivanova,Ivan Nalbantov,Ventzislav Konstantinov,Drama,godless,3.6
Peter Chelsom,Asa Butterfield,Britt Robertson,Carla Gugino,Romance Adventure Sci=fi Drama,the space between us,7.1
Raoul Peck,Samuel L. Jackson,James Baldwin,Malcolm X,Documentary,i am not your negro,7.9
Lasse Hallström,Dennis Quaid,Britt Robertson,Josh Gad,Comedy Drama Family Fantasy,a dog's purpose,7.5
Julian Rosefeldt,Cate Blanchett,Erika Bauer,Ruby Bustamante,Drama,manifesto,7.3
Jeff Baena,Alison Brie,Dave Franco,Aubrey Plaza,Comedy,the little hours,5.7
Richie Keen,Charlie Day,Ice Cube,Tracy Morgan,Comedy,fist fight,6
Baran bo Odar,Jamie Foxx,Michelle Monaghan,Dermot Mulroney,Action Crime Thriller,sleepless,5.9
Gore Verbinski,Dane DeHaan,Jason Isaacs,Mia Goth,Mystery Thriller Horror Sci=fi,a cure for wellness,6.3
Charlotte Sieling,Jakob Oftebro,Ane Dahl Torp,Søren Malling,Drama Comedy,the man,6.7
D.J. Caruso,Vin Diesel,Ice Cube,Samuel L. Jackson,Action Adventure Crime,xxx: return of xander cage,5.7
Stacy Title,Douglas Smith,Lucien Laviscount,Cressida Bonas,Horror Thriller,the bye bye man,5.2
Alice Lowe,Alice Lowe,Jo Hartley,Kate Dickie,Horror Comedy Drama Thriller Fantasy,prevenge,5.5
Chris McKay,Will Arnett,Zach Galifianakis,Michael Cera,Action Animation Comedy Family Fantasy,the lego batman movie,7.2
Stephan Streker,Lina El Arabi,Sébastien Houbani,Babak Karimi,Drama,a wedding,6.2
Stanley Tong,Jackie Chan,Disha Patani,Sonu Sood,Mystery Action Adventure Comedy,kung fu yoga,5.8
Vishal Bhardwaj,Saif Ali Khan,Shahid Kapoor,Kangana Ranaut,War History Drama Romance,rangoon,6.6
G.J. Echternkamp,Manu Bennett,Malcolm McDowell,Marci Miller,Action Comedy Sci=fi,death race 2050,3.9
Adam Smith,Michael Fassbender,Brendan Gleeson,Lyndsey Marshal,Action Drama Crime Thriller,trespass against us,5.9
Lisa Robinson Annie J. Howell,Betsy Brandt,Chris Beetem,Zev Haworth,Drama,claire in motion,4.7
Emily Hagins,Alex Saxon,Alexis G. Zall,Sasha Pieterse,Family Crime,coin heist,5.5
F. Javier Gutiérrez,Matilda Anna Ingrid Lutz,Alex Roe,Johnny Galecki,Horror,rings,5
Alistair Legrand,Vinessa Shaw,Kevin Rahm,Aaron Stanford,Thriller,clinical,5.2
Bruno Garotti,Michel Joelsas,Alessandra Negrini,Marcello Airoldi,Comedy,eu fico loko,8
Aram Rappaport,Frank Grillo,Minnie Driver,AnnaSophia Robb,Crime Thriller,the crash,4.6
Chad Stahelski,Keanu Reeves,Common,Laurence Fishburne,Thriller Action Crime,john wick: chapter 2,7.2
Jordan Peele,Daniel Kaluuya,Allison Williams,Bradley Whitford,Mystery Thriller Horror,get out,3.4
James Mangold,Hugh Jackman,Patrick Stewart,Dafne Keen,Action Drama Sci=fi,logan,7.8
Jordan Vogt-Roberts,Tom Hiddleston,Samuel L. Jackson,Brie Larson,Action Adventure Fantasy,kong: skull island,6.4
Pete Travis,Riz Ahmed,Billie Piper,James Floyd,Crime Drama Thriller,city of tiny lights,5.2
Danny Boyle,Ewan McGregor,Jonny Lee Miller,Ewen Bremner,Crime Drama,t2 trainspotting,6.9
Shane Abbess,Kellan Lutz,Daniel MacPherson,Isabel Lucas,Sci=fi,science fiction volume one: the osiris child,5.2
Ry Russo-Young,Zoey Deutch,Halston Sage,Logan Miller,Mystery Drama Thriller,before i fall,7
Michael Showalter,Kumail Nanjiani,Zoe Kazan,Holly Hunter,Comedy Drama Romance,the big sick,7.4
Matt Spicer,Aubrey Plaza,Elizabeth Olsen,O'Shea Jackson Jr.,Drama Comedy,ingrid goes west,6.5
Macon Blair,Melanie Lynskey,Elijah Wood,David Yow,Comedy Crime Drama Thriller,i don't feel at home in this world anymore,6.5
Guy Ritchie,Charlie Hunnam,Astrid Bergès-Frisbey,Jude Law,Action Drama Fantasy,king arthur: legend of the sword,6.5
Bill Condon,Emma Watson,Dan Stevens,Luke Evans,Family Fantasy Romance,beauty and the beast,7
Chester Tam,Stella Maeve,Andy Samberg,Josh Peck,Comedy,take the 10,5.2
Tom McGrath,Alec Baldwin,Miles Bakshi,Jimmy Kimmel,Animation Comedy Family,the boss baby,6.4
Jay Oliva,Matt Ryan,Jason O'Mara,Camilla Luddington,Action Animation Fantasy Sci=fi Thriller,justice league dark,8.4
Sotiris Tsafoulias,Pigmalion Dadakaridis,Dimitris Katalifos,Manos Vakousis,Thriller Mystery,the other me,5.5
Luca Guadagnino,Timothée Chalamet,Armie Hammer,Michael Stuhlbarg,Romance Drama,call me by your name,8.3
Adam Randall,Bill Milner,Maisie Williams,Rory Kinnear,Action Crime Sci=fi Thriller,iboy,6
Salvatore Ficarra Valentino Picone,Salvatore Ficarra,Valentino Picone,Vincenzo Amato,Comedy,l'ora legale,6.6
Onur Tukel,Sandra Oh,Anne Heche,Alicia Silverstone,Comedy Drama,catfight,5.3
David Lowery,Casey Affleck,Rooney Mara,Will Oldham,Drama Fantasy Romance,a ghost story,7.1
Rupert Sanders,Scarlett Johansson,Michael Pitt,Pilou Asbæk,Action Sci=fi Thriller,ghost in the shell,7.9
Matt Murphy,Dean O'Gorman,James Rolleston,Ashleigh Cummings,Action Comedy Crime,pork pie,6.1
Karyn Kusama Jovanka Vuckovic Roxanne Benjamin St. Vincent,Natalie Brown,Melanie Lynskey,Breeda Wool,Horror,xx,4.9
Shaad Ali,Aditya Roy Kapoor,Shraddha Kapoor,Leela Samson,Drama Romance,ok jaanu,6
James Foley,Dakota Johnson,Jamie Dornan,Eric Johnson,Drama Romance,fifty shades darker,6.4
Craig Johnson,Woody Harrelson,Sandy Oian-Thomas,Shaun Brown,Drama Comedy,wilson,5.8
Fyodor Bondarchuk,Rinal Mukhametov,Sergey Garmash,Oleg Menshikov,Drama Romance Sci=fi,attraction,7.5
Pascal Bourdiaux,Jean Reno,Reem Kherici,Camille Chamoux,Comedy,family heist,5.8
Caradog W. James,Katee Sackhoff,Lucy Boynton,Javier Botet,Horror,don't knock twice,5.5
Ido Fluk,Dan Stevens,Malin Åkerman,Kerry Bishé,Drama,the ticket,5.7
Ed Gass-Donnelly,Abbie Cornish,Dermot Mulroney,Diego Klattenhoff,Drama Thriller,lavender,5.5
Christopher Smith,Tye Sheridan,Bel Powley,Emory Cohen,Thriller,detour,6.3
Bill Purple,Jason Sudeikis,Maisie Williams,Jessica Biel,Drama,the book of love,5.3
Aki Kaurismäki,Sakari Kuosmanen,Sherwan Haji,Simon Al-Bazoon,Comedy Drama,the other side of hope,7
Alex Grossman,Troy Doherty,Flavia Watson,Raychel Diane Weiner,Comedy,hickey,4.1
Arnaud des Pallières,Adèle Exarchopoulos,Adèle Haenel,Solène Rigot,Drama,orphan,6.9
Martín Hodara,Ricardo Darín,Leonardo Sbaraglia,Laia Costa,Mystery Drama Crime Thriller,black snow,3
Akiva Schaffer Scott Aukerman,Michael Bolton,Adam Scott,Sarah Shahi,Comedy Music,"michael bolton's big, sexy valentine's day special",6.5
Evan Oppenheimer,Brett Dalton,Emily Atack,Stana Katic,Adventure Drama Romance,lost in florence,4.9
Ben Browder,Gina Gershon,Sean Astin,Sammi Hanratty,Mystery Comedy Thriller Sci=fi Fantasy,bad kids of crestview academy,5.3
Sydney Sibilia,Edoardo Leo,Valerio Aprea,Stefano Fresi,Action Comedy Crime,smetto quando voglio: masterclass,7.5
Oliver Schmitz,Andrea Riseborough,Steve Coogan,Deon Lotz,Drama,shepherds and butchers,6.5
James Franco,James Franco,Nat Wolff,Selena Gomez,Drama,in dubious battle,5.8
Cate Shortland,Teresa Palmer,Max Riemelt,Matthias Habich,Mystery Thriller Drama Horror,berlin syndrome,6.1
Jenny Gage,Dusty Rose Ryan,Lena M.,Ginger Leigh Ryan,Documentary,all this panic,6.2
Joel David Moore,Frank Langella,Billy Crudup,Christina Applegate,Comedy Drama,youth in oregon,6.2
Terrence Malick,Michael Fassbender,Ryan Gosling,Rooney Mara,Drama Music Romance,song to song,5.4
Marti Noxon,Lily Collins,Carrie Preston,Lili Taylor,Drama,to the bone,7.3
Michael Stephenson,Bob Odenkirk,Amber Tamblyn,Natasha Lyonne,Comedy Drama,girlfriend's day,4.8
Liu Jian,Yang Siming,Cao Kou,Ma Xiaofeng,Animation Crime,have a nice day,
Anne Hamilton,Peyton Kennedy,Richard Schiff,Kip Pardue,Drama Thriller,american fable,6.2
Marc Rothemund,Kostja Ullmann,Anna Maria Mühe,Jacob Matschenz,Comedy,my blind date with life,7.6
Mirjana Karanović,Mirjana Karanović,Boris Isaković,Marko Nikolić,Drama,a good wife,6
Agnieszka Holland,Agnieszka Mandat-Grabka,Wiktor Zborowski,Jakub Gierszał,Crime Drama Mystery Thriller,spoor,7
Francis Lee,Josh O'Connor,Alec Secareanu,Ian Hart,Romance Drama,god's own country,7.6
Sebastián Lelio,Daniela Vega,Francisco Reyes,Luis Gnecco,Drama,a fantastic woman,7.1
Teresa Villaverde,João Pedro Vaz,Alice Albergaria Borges,Beatriz Batarda,Drama,colo,4.4
Călin Peter Netzer,Mircea Postelnicu,Diana Cavallioti,Carmen Tănase,Drama,"ana, my love",6.9
Rezo Gigineishvili,Irakli Kvirikadze,Tinatin Dalakishvili,Merab Ninidze,Drama,hostages,7.3
So Yong Kim,Jena Malone,Riley Keough,Jessie Ok Gray,Drama Romance,lovesong,5.7
Vladimir Besedin,Aleksandr Gorbatov,Ivan Fominov,Anton Kuznetsov,Action Adventure Sci=fi Drama,major grom,6.7
Peter W. Kunhardt Brian Oakes,Warren Buffett,Susan Buffett,Bill Gates,Documentary,becoming warren buffett,7.6
Catalina Aguilar Mastretta,Karla Souza,José María Yazpik,Ben O'Toole,Romance Comedy,everybody loves somebody,6.6
Dany Boon,Alice Pol,Dany Boon,Michel Blanc,Action Comedy,r.a.i.d. special unit,5.8
Leslie Libman,Natasha Bassett,Jenna Berman,Matthew Harrison,Drama TV Movie,britney ever after,2.7
Kerstin Karlhuber,Tom Wopat,Michael Grant,Gregory Harrison,Family Drama,fair haven,6.3
Destin Cretton,Brie Larson,Woody Harrelson,Naomi Watts,Drama,the glass castle,7.1
Thomas Torrey,Thomas Torrey,Katherine Drew,J.R. Adduci,Drama Thriller,fare,6.5
Dome Karukoski,Pekka Strang,Lauri Tilkanen,Jakob Oftebro,Drama,tom of finland,7.1
Kris Avedisian,Louisa Krause,Allie Marshall,Ariana DeFusco,Drama Comedy,donald cried,6.1
Mike Dudko,Rachel Barrer,Gleb Kaminer,Shaun Rey,Horror Comedy,zombie pizza,9.3
Lone Scherfig,Gemma Arterton,Sam Claflin,Bill Nighy,Romance War Comedy Drama,their finest,6.7
Joseph Ruben,Michiel Huisman,Hera Hilmar,Josh Hartnett,Romance Drama War,the ottoman lieutenant,6.1
